Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Working Industry,Employer Type,Job Role,Job Title,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Type of FI,Work if FI,Intended Retirement Age,Inflation/Recession Effects,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Education,Nonprofit corporation,Administrative staff,Laboratory Manager,Own,61-70,No,1700000.0,12,,1700000.0,4,24000.0,60000.0,FI,Partially,46-50,"Increased my FI and/or RE number,Increased my planned RE date",,,,340200.0,90600.0,55000.0,57750.0,2023
2,Yes,United States Dollars (USD),51-55,Married,,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Professional (non-licensed),Software Engineer,Own,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,,,Education,,Professional (non-licensed),,Own,1-20,No,3000000.0,70,,,3.5,75000.0,140000.0,Undecided,No,71+,No change,,,,3300000.0,700000.0,299500.0,300000.0,2023
2,Yes,United States Dollars (USD),26-30,Married,,2,For an organization,,,,Professional & Business Services,Nonprofit corporation,Professional (non-licensed),Clinical Research Professional,Own,71-80,No,1800000.0,44,,1800000.0,4,50000.0,100000.0,FI,Yes,36-40,Increased my FI and/or RE number,,,,1241000.0,368000.0,199724.0,212500.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Public Administration (Civilian Government),Public agency (Government),Information technology,,Own,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,2,For an organization,,For myself,,Information Technology (incl. software engineering),Private corporation,Information technology,Data Engineer,Own,71-80,No,3000000.0,28,,5000000.0,3,25000.0,120000.0,ChubbyFI,Partially,41-45,Increased my FI and/or RE number,,,,1845500.0,548500.0,438700.0,438700.0,2023
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,,,,For an organization,Professional & Business Services,Public corporation,Professional (non-licensed),,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,,Own,71-80,No,3000000.0,80,,3000000.0,3,,75000.0,ChubbyFI,Yes,36-40,No change,,,,3020000.0,147000.0,65000.0,293000.0,2023
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,For an organization,,,,Distribution / Logistics,Private corporation,General labor,Jr Quality Auditor,Rent,61-70,No,1000000.0,11.4,,1500000.0,4,,60000.0,FI,No,41-45,No change,,,,114387.0,685.0,56584.0,57675.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,3,For an organization,,,,Financial Services,Private corporation,Information technology,Security Engineer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public agency (Government),Professional (non-licensed),electrical engineer,Own,71-80,No,1000000.0,72,,1250000.0,3.5,25000.0,40000.0,FI,Undecided,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,1313200.0,63300.0,97000.0,97000.0,2023
1,Yes,United States Dollars (USD),31-35,Married,,1,For an organization,,,,Healthcare,Public corporation,Marketing,Senior manager,Rent,91-100,No,2100000.0,29,,2100000.0,3,12000.0,80000.0,ChubbyFI,Yes,41-45,Decreased my planned RE date,,,,651000.0,315000.0,136200.0,233000.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,3,For an organization,,,,Financial Services,Private corporation,Information technology,Security Engineer,Rent,91-100,No,2500000.0,30,,5000000.0,3.5,,150000.0,ChubbyFI,No,51-55,No change,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,,For an organization,,,,Financial Services,Public corporation,Professional (non-licensed),,Rent,71-80,No,1500000.0,13,,1500000.0,3.5,,50000.0,FI,Undecided,41-45,Increased my FI and/or RE number,,,,207000.0,17000.0,81000.0,81000.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software lead,Rent,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,2,For an organization,,,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Geotech Engineer,Rent,61-70,No,1750000.0,8.5,,2500000.0,4,35000.0,80000.0,ChubbyFI,No,56-60,Increased my FI and/or RE number,,,,164200.0,19250.0,79000.0,79000.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software lead,Rent,71-80,No,1500000.0,57,,1500000.0,3.5,500000.0,50000.0,LeanFI,Yes,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,854000.0,0.0,53000.0,268450.0,2023
1,Yes,United States Dollars (USD),36-40,Married,1,0,For an organization,,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Physician/Surgeon,Own,61-70,No,6000000.0,34,,6000000.0,3.5,,250000.0,FatFI,Partially,51-55,No change,,,,3198758.0,383970.0,275000.0,723686.0,2023
1,Yes,United States Dollars (USD),51-55,Married,2,0,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Application Development,Own,61-70,No,800000.0,45,,800000.0,4,24000.0,48000.0,Undecided,Yes,56-60,Decreased my FI and/or RE number,,,,725000.0,20000.0,3950.0,7000.0,2023
1,No,Australian Dollars (AUD),36-40,"Single, never married",,,For an organization,,,,Professional & Business Services,Private corporation,Professional (licensed / certificated),Lawyer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,No,Australian Dollars (AUD),36-40,"Single, never married",,,For an organization,,,,Professional & Business Services,Private corporation,Professional (licensed / certificated),Lawyer,Own,71-80,No,1660026.5604249667,72,,1992031.87250996,2,33200.531208499335,16600.265604249667,FI,Undecided,46-50,No change,,,,2029880.4780876494,166002.65604249667,10624.169986719788,245019.9203187251,2023
1,No,Euros (EUR),31-35,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Software developer,Own,51-60,Yes,,,No,270562.77056277054,4.5,,11688.311688311687,LeanFI,Partially,31-35,Increased my FI and/or RE number,194805.1948051948,,,243506.49350649348,0.0,49567.09956709956,49567.09956709956,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Financial Services,Private corporation,Management - Upper,,Own,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Financial Services,Public corporation,Professional (licensed / certificated),Associate,Rent,91-100,No,3000000.0,33,,7000000.0,3,30000.0,210000.0,ChubbyFI,Undecided,36-40,No change,,,,971000.0,2000.0,75000.0,360500.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,,,Healthcare,Nonprofit corporation,Management - Middle / Lower,Pharmacist,Own,61-70,No,2000000.0,20,,2500000.0,3.75,100000.0,70000.0,FI,Partially,61-65,"Increased my FI and/or RE number,Increased my planned RE date",,,,1137000.0,532000.0,0.0,0.0,2023
2,No,Canadian Dollars (CAD),26-30,Married,,2,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,,Own,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),41-45,Married,,2,For an organization,,,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),41-45,Married,3,0,For an organization,,,,Financial Services,Private corporation,Consultant,,Own,81-90,No,4500000.0,50,,4000000.0,3.5,60000.0,150000.0,ChubbyFI,Yes,46-50,No change,,,,3860000.0,270000.0,817000.0,817000.0,2023
2,Yes,United States Dollars (USD),41-45,Married,,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,,Own,131-140,No,3500000.0,60,,3500000.0,3.5,,100000.0,ChubbyFI,Undecided,51-55,No change,,,,1400000.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),21-25,"Single, never married",,3,For an organization,,For myself,,Information Technology (incl. software engineering),Private corporation,Information technology,Software engineer,Rent,91-100,No,4000000.0,15,,4000000.0,3.5,30000.0,120000.0,ChubbyFI,Yes,26-30,Increased my FI and/or RE number,,,,420000.0,0.0,70000.0,300000.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Transportation,Public agency (Government),Management - Middle / Lower,Aviation Planner,Own,81-90,No,2000000.0,18,,2000000.0,4,70000.0,100000.0,FI,Yes,46-50,No change,,,,1004800.0,357700.0,141000.0,141000.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,2,For an organization,,,,Financial Services,Public corporation,Information technology,,Rent,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Data Scientist,Own,71-80,No,1500000.0,42,,2500000.0,4,,54000.0,ChubbyFI,No,Undecided,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,,Own,81-90,No,1800000.0,33,,100.0,3.5,0.0,60000.0,FI,Partially,41-45,No change,,,,1316000.0,309000.0,62700.0,180000.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,,Own,81-90,No,3000000.0,6.7,,5000000.0,4,,,ChubbyFI,Partially,41-45,No change,,,,896000.0,456300.0,270000.0,270000.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Professional & Business Services,Public corporation,Management - Middle / Lower,VP Retention,Rent,91-100,No,4000000.0,45,,5000000.0,3.75,30000.0,150000.0,FI,Partially,41-45,Increased my FI and/or RE number,,,,2060000.0,57500.0,75000.0,425000.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Healthcare,Public agency (Government),Professional (licensed / certificated),ECMO Specialist,Rent,71-80,No,1500000.0,21,,2000000.0,4,24000.0,80000.0,FI,Partially,41-45,Increased my FI and/or RE number,,,,325000.0,15000.0,54000.0,92000.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Consultant,Consultant (Red Team),Rent,81-90,No,3000000.0,35,,3000000.0,3,,60000.0,FI,Partially,31-35,No change,,,,1126000.0,0.0,130660.0,156000.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),SQA Engineer,Live with family or friends,61-70,No,750000.0,70,,750000.0,4,,,LeanFI,Partially,31-35,Increased my FI and/or RE number,,,,501500.0,0.0,56669.0,56669.0,2023
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,2,For an organization,,,,Engineering (NOT software),Private corporation,Professional (non-licensed),Assistant Mechanical Engineer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,No,United States Dollars (USD),41-45,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),61-65,Married,2,0,For an organization,,,,Other Services,Nonprofit corporation,Management - Upper,HR Director,Own,71-80,Yes,,,No,4000000.0,3,176000.0,120000.0,FI,Yes,61-65,"Increased my FI and/or RE number,Increased my planned RE date",2500000.0,,,5400000.0,0.0,110000.0,175000.0,2023
2,No,United States Dollars (USD),41-45,Married,,,For an organization,,,,Education,Public agency (Government),Management - Middle / Lower,Principal,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,3,0,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,,Own,71-80,No,3000000.0,50,,3000000.0,2.75,20000.0,90000.0,FI,Partially,51-55,"Increased my FI and/or RE number,Increased my planned RE date",,,,2400000.0,595000.0,120000.0,160000.0,2023
2,Yes,United States Dollars (USD),61-65,Married,2,0,For an organization,,,,Other Services,Nonprofit corporation,Management - Upper,HR Director,Own,71-80,Yes,,,No,4000000.0,3,65000.0,120000.0,FI,Yes,61-65,Increased my FI and/or RE number,4000000.0,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),51-55,"Single, never married",,,,,,For an organization,Financial Services,Private corporation,Administrative staff,,Own,91-100,No,2300000.0,75,,2300000.0,4,,0.0,FI,Yes,56-60,Increased my planned RE date,,,,2680000.0,215000.0,95600.0,96000.0,2023
2,No,United States Dollars (USD),51-55,Married,2,,For an organization,,,,Public Administration (Civilian Government),Public agency (Government),Professional (licensed / certificated),Advisor,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),41-45,Married,1,0,For an organization,,,,Financial Services,Private corporation,Professional (non-licensed),Tax Preparer,Own,61-70,Yes,,,No,500000.0,5,49176.0,80000.0,FI,Undecided,51-55,Increased my FI and/or RE number,700000.0,,,643623.0,251480.0,98036.0,139860.0,2023
2,No,Canadian Dollars (CAD),36-40,Married,,2,For an organization,,,,Energy,Private corporation,Management - Middle / Lower,Product Manager,Own,71-80,No,1481481.4814814813,15,,74.07407407407408,3,22222.22222222222,51851.85185185185,FI,Undecided,56-60,Increased my FI and/or RE number,,,,1166666.6666666665,459259.2592592592,92592.59259259258,92592.59259259258,2023
2,No,Canadian Dollars (CAD),26-30,Married,,2,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,,Own,71-80,No,2962962.9629629627,40,,74.07407407407408,3,18518.51851851852,88888.88888888888,ChubbyFI,Undecided,51-55,No change,,,,1681481.4814814813,203703.70370370368,363703.7037037037,394074.07407407404,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Healthcare,Public corporation,Information technology,Business performance manager,Rent,61-70,No,2500000.0,32,,2500000.0,4,,100000.0,FI,Yes,36-40,No change,,,,818000.0,0.0,154500.0,154500.0,2023
1,Yes,United States Dollars (USD),41-45,"Single, never married",,,,,,"For an organization,For myself",Engineering (NOT software),Public corporation,Professional (non-licensed),Senior Project Engineer,Own,71-80,Yes,,,Yes,,,,,,,,,500000.0,1.6,33400,1870000.0,0.0,37450.0,37450.0,2023
2,No,Euros (EUR),31-35,Married,,1,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,,Rent,41-50,No,108225.10822510823,25,,1082.2510822510822,5,1082.2510822510822,27056.277056277057,Undecided,Partially,51-55,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),46-50,Married,1,0,For an organization,,,,Healthcare,Nonprofit corporation,Program staff,Senior Research Statistician,Own,71-80,No,1000000.0,40,,1900000.0,4,50000.0,78000.0,FI,Undecided,61-65,No change,,,,703203.0,25000.0,122800.0,122800.0,2023
2,No,Euros (EUR),21-25,"In a relationship, but not married",,,For an organization,,,,Financial Services,Public corporation,Information technology,,Rent,71-80,No,,,,,,4112.554112554112,,LeanFI,Partially,51-55,No change,,,,102813.8528138528,15151.51515151515,13095.238095238095,4361.471861471861,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Healthcare,Public corporation,Management - Middle / Lower,Staff Scientist,Rent,81-90,Yes,,,No,3000000.0,3,,60000.0,FI,No,41-45,Increased my FI and/or RE number,1500000.0,,,1710000.0,0.0,351000.0,351000.0,2023
1,No,Euros (EUR),31-35,"Single, never married",,,For an organization,,,,Financial Services,Public corporation,Information technology,Software developer,Live with family or friends,61-70,No,811688.3116883116,6,,811688.3116883116,4,12987.012987012986,19480.51948051948,LeanFI,Yes,46-50,Increased my FI and/or RE number,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),51-55,Married,3,0,For an organization,,,,Financial Services,Private corporation,Professional (non-licensed),Director,Own,71-80,Yes,,,No,10000000.0,3.5,150000.0,200000.0,FatFI,Yes,56-60,No change,10000000.0,,,11480000.0,2410000.0,564500.0,780000.0,2023
