Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Working Industry,Employer Type,Job Role,Job Title,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Work if FI,Intended Retirement Age,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Public corporation,Administrative staff,Supply Planner,For an organization,,For myself,,Rent,71-80,No,1000000.0,30,,3000000.0,3,30000.0,70000.0,Partially,51-55,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,3,Information Technology (incl. software engineering),Private corporation,Information technology,Sr InfoSec Engineer,For an organization,,,,Own,81-90,No,3600000.0,22,,3600000.0,3,,90000.0,Undecided,36-40,,,,1150000.0,380000.0,80000.0,500000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Financial Services,Public corporation,Information technology,Application Specialist,For an organization,,,,Own,81-90,No,1750000.0,5,,2500000.0,3,,50000.0,Partially,46-50,,,,772000.0,285000.0,132250.0,132250.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,0,Financial Services,Public corporation,Management - Middle / Lower,"Senior Underwriter, Team Lead",For an organization,,,,Own,91-100,No,3333333.0,18,,45.0,3,,100000.0,Partially,41-45,,,,981536.0,107591.0,228216.0,241784.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Nurse,,For an organization,,,Own,91-100,Yes,,,No,1750000.0,3,30000.0,50000.0,Partially,41-45,1500000.0,,,2376500.0,0.0,40000.0,108000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Financial Services,Public corporation,Information technology,Senior Data Analyst,For an organization,,,,Rent,81-90,No,3000000.0,13,,3300000.0,3,0.0,100000.0,Yes,41-45,,,,395000.0,0.0,110400.0,145000.0,2022
1,Yes,United States Dollars (USD),51-55,Married,2,,Healthcare,Public corporation,Management - Middle / Lower,Director,For an organization,,,,Rent,91-100,Yes,,,No,8000000.0,3,50000.0,80000.0,Yes,51-55,4000000.0,,,5100000.0,0.0,150000.0,350000.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Financial Services,Private corporation,Professional (non-licensed),Director,For an organization,,,,Rent,71-80,No,1750000.0,55,,2000000.0,3,20000.0,60000.0,Undecided,46-50,,,,1124500.0,1000.0,673000.0,678000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,3,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,,For an organization,,,,Own,91-100,No,10000000.0,16,,10000000.0,3,,300000.0,Partially,46-50,,,,2430000.0,800000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Natural Resources,Private corporation,Consultant,Environmental Planner,For an organization,,,,Own,61-70,No,2500000.0,10,,3000000.0,3,50000.0,80000.0,Undecided,51-55,,,,447000.0,116000.0,40000.0,175000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,1,0,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,Associate Director,For an organization,,,,Own,81-90,No,3000000.0,73,,4000000.0,3,60000.0,100000.0,No,46-50,,,,3049000.0,0.0,442000.0,442000.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Software Engineer,For an organization,,,,Rent,71-80,No,1500000.0,25,,2500000.0,3,,75000.0,Partially,36-40,,,,394000.0,26000.0,170000.0,170000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Professional & Business Services,Private corporation,Professional (licensed / certificated),Attorney,For an organization,,,,Own,81-90,No,5000000.0,20,,5000000.0,3,5000.0,80000.0,No,56-60,,,,2350000.0,1600000.0,144000.0,600000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,,Public Administration (Civilian Government),Public corporation,Professional (licensed / certificated),,For an organization,,,,Own,71-80,No,2000000.0,54,,2000000.0,3,20000.0,60000.0,Yes,41-45,,,,1533000.0,100000.0,288000.0,329000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Manufacturing,Private corporation,Management - Upper,Head of supply chain,For an organization,,,,Own,81-90,No,3000000.0,30,,5000000.0,3,100000.0,120000.0,Undecided,46-50,,,,1763000.0,269000.0,80000.0,300000.0,2022
2,Yes,United States Dollars (USD),21-25,Married,,2,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Team Lead and Technical Coordinator,For an organization,,,,Own,71-80,No,3500000.0,10,,4000000.0,3,20000.0,120000.0,Undecided,36-40,,,,800000.0,380000.0,240000.0,240000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Professional & Business Services,Private corporation,Management - Upper,VP of Sales,For an organization,,,,Own,91-100,No,2800000.0,67,,2800000.0,3,96000.0,84000.0,Yes,36-40,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Engineering (NOT software),Public corporation,Management - Middle / Lower,Senior engineering program manager,For an organization,,,,Own,81-90,No,4500000.0,31,,4500000.0,3,32000.0,140000.0,Undecided,51-55,,,,3577000.0,693350.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),,For an organization,,,,Own,61-70,No,2500000.0,60,,3000000.0,3,,75000.0,Undecided,46-50,,,,0.0,60000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Healthcare,Public corporation,Management - Middle / Lower,Director,For an organization,,,,Own,91-100,No,1800000.0,50,,2500000.0,3,1000000.0,60000.0,Undecided,51-55,,,,2596717.0,110000.0,375275.0,487327.0,2022
1,Yes,United States Dollars (USD),46-50,Married,2,0,Professional & Business Services,Self-employed,Professional (licensed / certificated),Attorney,For myself,,,,Own,71-80,No,3000000.0,50,,5000000.0,3,150000.0,120000.0,No,51-55,,,,1550000.0,300000.0,0.0,400000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Financial Services,Private corporation,Information technology,Software Engineer,For an organization,,,,Own,81-90,No,5000000.0,20,,5000000.0,3,,180000.0,Undecided,46-50,,,,2850000.0,1315000.0,400000.0,400000.0,2022
2,Yes,United States Dollars (USD),21-25,Married,,3,Information Technology (incl. software engineering),Private corporation,Information technology,Hardware Engineer,For an organization,,,,Own,81-90,No,3500000.0,4,,10000000.0,3,250000.0,150000.0,Undecided,56-60,,,,825965.0,461171.0,282140.0,550000.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Energy,Public corporation,Management - Middle / Lower,Operations Supervisor,For an organization,,,,Own,41-50,No,6000000.0,4,,6000000.0,3,30000.0,200000.0,Undecided,51-55,,,,633200.0,330000.0,300000.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Rent,71-80,No,1000000.0,25,,1500000.0,3,,40000.0,Partially,36-40,,,,262000.0,17000.0,122900.0,122900.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Public corporation,Information technology,Analyst,For an organization,,For myself,,Rent,81-90,No,1200000.0,8,,2000000.0,3,20000.0,50000.0,Partially,51-55,,,,98704.0,53000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Financial Services,Public corporation,Professional (non-licensed),Principal,For an organization,,,,Own,81-90,No,5000000.0,50,,10000000.0,3,,20000.0,No,41-45,,,,3900000.0,1490000.0,200000.0,2000000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Skilled laborer / skilled tradesperson,Software Engineer,For an organization,,,,Own,61-70,No,1500000.0,10,,1500000.0,3,,40000.0,Undecided,41-45,,,,496100.0,307000.0,87500.0,125000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Education,Public agency (Government),Professional (licensed / certificated),assistant professor,For an organization,For an organization,,,Rent,51-60,No,4000000.0,4,,4000000.0,3,3000.0,120000.0,Undecided,Undecided,,,,250083.0,180000.0,0.0,180000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Financial Services,Private corporation,Professional (non-licensed),Customer Education Specialist,For an organization,,For myself,,Rent,81-90,No,2300000.0,22,,2300000.0,3,30000.0,70000.0,Yes,51-55,,,,507500.0,29000.0,90000.0,90000.0,2022
2,No,Canadian Dollars (CAD),36-40,Married,,,"Agriculture, Forestry, Fishing",Private corporation,Sales,Agronomist,For an organization,,,,Own,61-70,No,1152959.2621060724,33,,768639.5080707149,3,23059.185242121446,46118.37048424289,Yes,51-55,,,,841660.2613374328,415065.33435818605,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,3,Information Technology (incl. software engineering),Public corporation,Information technology,Product Manager,For an organization,,,,Rent,91-100,No,5000000.0,35,,5000000.0,3,1000000.0,100000.0,No,46-50,,,,1750000.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Manufacturing,Public corporation,Professional (licensed / certificated),Accountant,For an organization,,,,Own,61-70,No,1000000.0,30,,1500000.0,3,24000.0,50000.0,Partially,41-45,,,,700000.0,160000.0,175000.0,175000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Public corporation,Sales,Enterprise Account Executive,For an organization,,,,Own,81-90,No,2500000.0,20,,2500000.0,3,40000.0,70000.0,Yes,46-50,,,,1830000.0,800000.0,200000.0,280000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Financial Services,Nonprofit corporation,Management - Upper,Director of Accounting,For an organization,,,,Rent,81-90,No,1500000.0,37,,2000000.0,3,24000.0,80000.0,Undecided,51-55,,,,820000.0,107000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Healthcare,Public corporation,Management - Middle / Lower,Senior Product Manager,For an organization,,,,Own,81-90,No,2000000.0,25,,3000000.0,3,30000.0,100000.0,No,36-40,,,,680000.0,287000.0,350000.0,350000.0,2022
1,Yes,United States Dollars (USD),26-30,Married,1,1,Information Technology (incl. software engineering),Private corporation,Consultant,Financial Management Systems Consultant,For an organization,,,,Own,81-90,No,2500000.0,18,,3000000.0,3,3100.0,97000.0,Undecided,51-55,,,,1441000.0,571500.0,150800.0,154000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Private corporation,Information technology,,For an organization,,,,Rent,61-70,No,1400000.0,29,,2000000.0,3,,,Partially,41-45,,,,448000.0,0.0,0.0,192500.0,2022
2,Yes,United States Dollars (USD),36-40,Married,3,0,Information Technology (incl. software engineering),Private corporation,Information technology,,For an organization,,,,Own,71-80,No,2000000.0,52,,2500000.0,3,75000.0,60000.0,Partially,56-60,,,,2250000.0,625000.0,162500.0,214000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Distribution / Logistics,Private corporation,Management - Middle / Lower,Director of Data Analytics,For an organization,,,,Own,81-90,No,2500000.0,26,,2500000.0,3,,,Partially,51-55,,,,1131000.0,416000.0,0.0,297000.0,2022
1,Yes,United States Dollars (USD),31-35,Married,1,0,Information Technology (incl. software engineering),Private corporation,Information technology,,For an organization,,,,Own,91-100,No,3000000.0,47,,5000000.0,3,,,No,51-55,,,,2940000.0,1000000.0,316000.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Manufacturing,Private corporation,General labor,analytical chemist,For an organization,,,,Rent,71-80,No,1300000.0,6.5,,1300000.0,3,,39000.0,Yes,41-45,,,,85000.0,7400.0,90000.0,90000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,3,Financial Services,Public corporation,Professional (licensed / certificated),Financial Reporting Manager,For an organization,,,,Own,81-90,No,3000000.0,20,,3000000.0,3,,150000.0,Undecided,51-55,,,,1057000.0,0.0,293500.0,293500.0,2022
1,Yes,United States Dollars (USD),36-40,Married,2,2,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Own,61-70,No,2500000.0,36,,3000000.0,3,,100000.0,Partially,46-50,,,,990000.0,3000.0,80000.0,250000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Information Technology (incl. software engineering),Public corporation,Information technology,,For an organization,,,,Rent,71-80,No,3000000.0,33,,3000000.0,3,,80000.0,Undecided,46-50,,,,1000000.0,0.0,50000.0,300000.0,2022
2,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,2,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Structural Engineer,For an organization,,,,Rent,71-80,No,1500000.0,6,,2500000.0,3,1807.0,78000.0,Partially,56-60,,,,100000.0,0.0,34900.0,110000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,For an organization,,,,Own,81-90,No,4000000.0,30,,4000000.0,3,0.0,100000.0,Partially,31-35,,,,3000000.0,1101000.0,400000.0,600000.0,2022
2,Yes,Euros (EUR),26-30,Married,,,Public Administration (Civilian Government),Public agency (Government),Program staff,ESG Officer,For an organization,,,,Rent,81-90,No,1261829.6529968455,40,,2103049.421661409,3,,52576.23554153523,Partially,Undecided,,,,586750.7886435331,101997.89695057835,334805.46792849636,334805.46792849636,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,,For an organization,,,,Rent,81-90,No,1700000.0,17,,2000000.0,3,,40000.0,Yes,41-45,,,,320000.0,0.0,250000.0,250000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Energy,Public corporation,Professional (non-licensed),Senior engineer,For an organization,,,,Own,71-80,No,2700000.0,37,,3000000.0,3,3000.0,125000.0,Yes,56-60,,,,1425000.0,390000.0,125000.0,141700.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Professional & Business Services,Public corporation,Professional (non-licensed),Data Scientist,For an organization,,,,Rent,71-80,No,100000.0,60,,1500000.0,3,,45000.0,Undecided,36-40,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Financial Services,Private corporation,Information technology,Software Engineer,For an organization,,,,Own,81-90,No,3000000.0,34,,10000000.0,3,,175000.0,No,41-45,,,,1370000.0,270000.0,711400.0,750000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Information Technology (incl. software engineering),Private corporation,Information technology,Staff Software Engineer,For an organization,,,,Own,71-80,Yes,,,No,8000000.0,3,40000.0,60000.0,Partially,31-35,2000000.0,,,4300000.0,970000.0,457700.0,850000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Information Technology (incl. software engineering),Private corporation,Information technology,Solutions Architect,For an organization,,,,Own,71-80,No,3000000.0,17,,3000000.0,3,120000.0,100000.0,Undecided,51-55,,,,735000.0,176000.0,226200.0,230000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Public corporation,Information technology,PM,For an organization,,,,Rent,91-100,No,2500000.0,30,,5000000.0,3,,150000.0,Undecided,41-45,,,,740000.0,157000.0,390000.0,390000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Engineering Lead,For an organization,For an organization,,,Rent,81-90,No,2000000.0,50,,2200000.0,3,,50000.0,Undecided,41-45,,,,1000000.0,0.0,220000.0,220000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Public corporation,Information technology,Software engineer,For an organization,,,,Own,71-80,No,1000000.0,19,,1200000.0,3,15000.0,40000.0,Undecided,46-50,,,,486000.0,260000.0,135000.0,135000.0,2022
